CONFIG: ticks=10000 ptrmode=pool pool=on layout=multimap
TRADE | AAPL @ 137.786 x100 | ts=5349452690825000
TRADE | AAPL @ 149.56 x100 | ts=5349452690918000
TRADE | AAPL @ 125.385 x100 | ts=5349452690968200
TRADE | AAPL @ 194.618 x100 | ts=5349452690998100
TRADE | AAPL @ 168.397 x100 | ts=5349452691051500
TRADE | AAPL @ 128.164 x100 | ts=5349452691083300
TRADE | AAPL @ 135.558 x100 | ts=5349452691129100
TRADE | AAPL @ 138.119 x100 | ts=5349452691175300
TRADE | AAPL @ 123.131 x100 | ts=5349452691219100
TRADE | AAPL @ 109.643 x100 | ts=5349452691279100
TRADE | AAPL @ 145.928 x100 | ts=5349452691342700
TRADE | AAPL @ 130.992 x100 | ts=5349452691382100
TRADE | AAPL @ 137.23 x100 | ts=5349452691428000
TRADE | AAPL @ 138.34 x100 | ts=5349452691494200
TRADE | AAPL @ 123.413 x100 | ts=5349452691553500
TRADE | AAPL @ 148.716 x100 | ts=5349452691615400
TRADE | AAPL @ 124.752 x100 | ts=5349452691687200
TRADE | AAPL @ 175.595 x100 | ts=5349452691781200
TRADE | AAPL @ 108.658 x100 | ts=5349452691902200
TRADE | AAPL @ 160.54 x100 | ts=5349452692066100
TRADE | AAPL @ 122.329 x100 | ts=5349452692122600
TRADE | AAPL @ 174.561 x100 | ts=5349452692170900
TRADE | AAPL @ 106.802 x100 | ts=5349452692203800
TRADE | AAPL @ 102.235 x100 | ts=5349452692281800
TRADE | AAPL @ 154.282 x100 | ts=5349452692397400
TRADE | AAPL @ 100.345 x100 | ts=5349452692466000
TRADE | AAPL @ 118.959 x100 | ts=5349452692506100
TRADE | AAPL @ 133.25 x100 | ts=5349452692692400
TRADE | AAPL @ 164.613 x100 | ts=5349452692726800
TRADE | AAPL @ 152.098 x100 | ts=5349452692802100
TRADE | AAPL @ 106.658 x100 | ts=5349452692862400
TRADE | AAPL @ 148.949 x100 | ts=5349452692890800
TRADE | AAPL @ 158.12 x100 | ts=5349452692934000
TRADE | AAPL @ 147.815 x100 | ts=5349452693006400
TRADE | AAPL @ 154.577 x100 | ts=5349452693053700
TRADE | AAPL @ 105.236 x100 | ts=5349452693118900
TRADE | AAPL @ 144.847 x100 | ts=5349452693166900
TRADE | AAPL @ 164.381 x100 | ts=5349452693195600
TRADE | AAPL @ 131.993 x100 | ts=5349452693254700
