CONFIG: ticks=1000 ptrmode=pool pool=on layout=multimap
TRADE | AAPL @ 108.663 x100 | ts=5349443789040300
TRADE | AAPL @ 118.169 x100 | ts=5349443789170800
TRADE | AAPL @ 167.7 x100 | ts=5349443789190600
TRADE | AAPL @ 126.13 x100 | ts=5349443789208300
TRADE | AAPL @ 120.659 x100 | ts=5349443789235100
TRADE | AAPL @ 173.119 x100 | ts=5349443789270700
TRADE | AAPL @ 116.423 x100 | ts=5349443789324000
TRADE | AAPL @ 177.994 x100 | ts=5349443789359300
TRADE | AAPL @ 146.526 x100 | ts=5349443789377000
TRADE | AAPL @ 112.325 x100 | ts=5349443789403800
TRADE | AAPL @ 102.145 x100 | ts=5349443789448000
TRADE | AAPL @ 130.503 x100 | ts=5349443789493100
TRADE | AAPL @ 124.737 x100 | ts=5349443789520200
TRADE | AAPL @ 170.892 x100 | ts=5349443789537400
TRADE | AAPL @ 158.909 x100 | ts=5349443789583000
TRADE | AAPL @ 178.781 x100 | ts=5349443789610000
TRADE | AAPL @ 159.811 x100 | ts=5349443789645900
TRADE | AAPL @ 105.42 x100 | ts=5349443789673000
TRADE | AAPL @ 145.986 x100 | ts=5349443789738800
TRADE | AAPL @ 179.525 x100 | ts=5349443789758600
TRADE | AAPL @ 160.192 x100 | ts=5349443789787100
TRADE | AAPL @ 106.728 x100 | ts=5349443789813800
TRADE | AAPL @ 140.863 x100 | ts=5349443789906000
TRADE | AAPL @ 158.948 x100 | ts=5349443789925600
TRADE | AAPL @ 123.833 x100 | ts=5349443789945900
TRADE | AAPL @ 141.213 x100 | ts=5349443789996200
TRADE | AAPL @ 135.821 x100 | ts=5349443790024900
TRADE | AAPL @ 156.594 x100 | ts=5349443790044400
TRADE | AAPL @ 105.77 x100 | ts=5349443790080600
TRADE | AAPL @ 117.349 x100 | ts=5349443790108000
TRADE | AAPL @ 126.036 x100 | ts=5349443790136700
TRADE | AAPL @ 150.68 x100 | ts=5349443790173700
TRADE | AAPL @ 161.833 x100 | ts=5349443790201300
TRADE | AAPL @ 163.447 x100 | ts=5349443790244900
TRADE | AAPL @ 130.452 x100 | ts=5349443790281200
TRADE | AAPL @ 120.279 x100 | ts=5349443790308400
TRADE | AAPL @ 168.187 x100 | ts=5349443790326400
